,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,subsample,RMSE
0,0.4340636152652246,3.114322767488761,0.4377277390071145,3.926792918568846,16.25958873801966,2.7259260528264164,1418.4980629583285,8.811233065210116,9.623254183153346,4.528544012019959,0.6789086349789333,0.2992031358091446
1,0.650696587866421,3.42048004650896,0.7127020269829002,1.8512537739519748,12.540335163115625,5.030831653078097,118.15382547387709,8.636959729674244,8.943770715725048,2.5865667388252147,0.8076980892167469,0.30104574067361445
2,0.3527668691500836,1.8504317899498528,0.9331401019825216,3.256890716132887,9.75244382134462,7.887301429407455,1618.3388047359126,7.408591915756415,8.822146506051032,2.8574590108035816,0.9010738210400795,0.28660009377668344
3,0.4006367771601952,3.5242622458804935,0.7045813081895725,1.093960528370443,18.722749686464606,4.4214075540417666,4551.113996913739,4.358855336679111,2.6585837543243227,1.3799500594457574,0.8374404717911651,0.2824860188300943
4,0.7162373459541141,2.6712177133637653,0.04332406269480349,2.8071654003169892,8.604363575555556,5.029668331126183,603.8768719932989,7.643162237310907,6.093501787454782,1.2257034355620107,0.8087208544021485,0.29319853934958495
5,0.938486020503208,3.9547154239545965,0.9920814661883615,4.794008810764333,16.463390299957876,2.8525096002450976,3143.33769126426,6.868562774024047,2.761076607993084,2.6528063177197243,0.5269368425731182,0.3105568425761948
6,0.6161538857826013,4.910203660194553,0.12394270048696299,0.596904489631242,15.554891954436895,5.873036334639846,2384.5810448858206,4.642760903163198,3.062967089145561,4.619867740379366,0.7083767689013466,0.30495232404776407
7,0.6750961637721311,0.0409804977697757,0.30064170577030114,2.184465860878051,13.406532950117878,9.18198075380573,3147.39651631455,8.23598539049064,2.348503443909345,4.035040954719523,0.915503496216769,0.23150345338831088
8,0.7436080382656853,2.1971663068009133,0.15257277467450536,2.8420480762359506,11.979812718946029,9.514287637535933,2427.7779336245794,7.015357380295303,5.8319037363196875,4.3129678548438015,0.52855781904443,0.2867763424430685
9,0.7685952201521842,3.837911975613568,0.7081153619776038,3.984335918625983,12.48193408326664,9.658365319921277,778.4266544703361,4.177882003212494,6.345041433622946,1.6334496552221174,0.9754049250420611,0.2822780860450003
10,0.36170434264515894,2.754705562976818,0.9909641346570361,3.8454594763135663,11.278581378302059,2.3420535677558716,1614.6966799758939,8.878449372257815,7.912234345332989,1.5866403672798826,0.9976904381628837,0.30214537640592765
11,0.5391343332843554,3.7685375153174507,0.5633692295876627,1.7131600939741243,3.670612095611548,3.446366885943611,1874.7344116973552,6.177949535861685,7.580628399827283,4.564047091392549,0.9944640776503781,0.293739334616191
